Distrito,Jurisdiccion,Competencia,Nombre_Despacho,Funcionario,Meses_Reportados,Ing_Efect_Anuales,Prom_Men_Ing_Efect,Egresos_Efect_Anuales,Prom_Men_Egreso_Efect,Inv_Final_Anual,PromMen_ProcIng,PromMen_TutImpugIngr,PromMen_AccionesConstIngr,PromMen_ProcEgr,PromMen_TutImpugEgr,PromMen_AccionesConstEgr
Cundinamarca,Municipal,Cundinamarca/Municipal,Juzgado 001 Civil Municipal de Leticia,JOEL EMIGDIO  GUILLEN DE LA ROSA,12,336,28,224,18.6666666666667,224,24.1666666666667,3.83333333333333,0,14.6666666666667,4,0
Cundinamarca,Municipal,Cundinamarca/Municipal,Juzgado 001 Civil Municipal de Chocontá,DARY JANETH  MONTAÑA  PERDOMO,12,268,22.3333333333333,212,17.6666666666667,91,16.75,5.5,0.0833333333333333,12.6666666666667,4.91666666666667,0.0833333333333333
Florencia,Municipal,Florencia/Municipal,Juzgado 004 Civil Municipal de Florencia,WILLIAM ANDRES CHICA  PIMENTEL,12,930,77.5,875,72.9166666666667,792,57.5833333333333,19.6666666666667,0.25,53.5833333333333,19.0833333333333,0.25
Florencia,Municipal,Florencia/Municipal,Juzgado 003 Civil Municipal de Florencia,ANGELA MARIA MURCIA RAMOS,12,1072,89.3333333333333,754,62.8333333333333,610,69.3333333333333,19.75,0.25,43.6666666666667,18.9166666666667,0.25
Florencia,Municipal,Florencia/Municipal,Juzgado 002 Civil Municipal de Florencia,LEIVY JOHANNA MUÑOZ YATE,12,961,80.0833333333333,610,50.8333333333333,918,60.8333333333333,19,0.25,33.25,17.1666666666667,0.416666666666667
Florencia,Municipal,Florencia/Municipal,Juzgado 001 Civil Municipal de Florencia,JOSE LUIS RESTREPO  MENDEZ,9,674,74.8888888888889,477,53,1255,61,13.6666666666667,0.222222222222222,39.3333333333333,13.4444444444444,0.222222222222222
Ibagué,Municipal,Ibagué/Municipal,Juzgado 007 Civil Municipal de Ibagué,JESUS MARIA MOLINA  MIRANDA,12,566,47.1666666666667,635,52.9166666666667,193,20.5,26,0.666666666666667,27.1666666666667,25.25,0.5
Ibagué,Municipal,Ibagué/Municipal,Juzgado 001 Civil Municipal de Ibagué,MARIA HILDA VARGAS  LOPEZ,12,568,47.3333333333333,608,50.6666666666667,230,20.0833333333333,26.9166666666667,0.333333333333333,21.6666666666667,28.6666666666667,0.333333333333333
Ibagué,Municipal,Ibagué/Municipal,Juzgado 004 Civil Municipal de Ibagué,CARMENZA  ARBELAEZ  JARAMILLO,12,553,46.0833333333333,575,47.9166666666667,191,20.5,24.9166666666667,0.666666666666667,25.5833333333333,21.6666666666667,0.666666666666667
Ibagué,Municipal,Ibagué/Municipal,Juzgado 008 Civil Municipal de Ibagué,GERMAN ALONSO AMAYA AFANADOR,12,599,49.9166666666667,551,45.9166666666667,193,23.4166666666667,25.9166666666667,0.583333333333333,21.0833333333333,24.25,0.583333333333333
Ibagué,Municipal,Ibagué/Municipal,Juzgado 006 Civil Municipal de Ibagué,MARTHA FELISA CARVAJALINO  CONTRERAS,12,552,46,530,44.1666666666667,110,21.6666666666667,23.75,0.583333333333333,20.0833333333333,23.5,0.583333333333333
Ibagué,Municipal,Ibagué/Municipal,Juzgado 005 Civil Municipal de Ibagué,ANGIE PAOLA AHUMADA  THERAN,12,558,46.5,518,43.1666666666667,329,20.9166666666667,24.9166666666667,0.666666666666667,18.1666666666667,24.3333333333333,0.666666666666667
Ibagué,Municipal,Ibagué/Municipal,Juzgado 003 Civil Municipal de Ibagué,FRANCISCO QUINTANA  ROJAS,12,596,49.6666666666667,501,41.75,196,22.8333333333333,26.3333333333333,0.5,15.75,25.5833333333333,0.416666666666667
Ibagué,Municipal,Ibagué/Municipal,Juzgado 010 Civil Municipal de Ibagué,JAIME LUNA  RODRIGUEZ,12,574,47.8333333333333,494,41.1666666666667,238,21.9166666666667,25.25,0.666666666666667,18.3333333333333,22.1666666666667,0.666666666666667
Ibagué,Municipal,Ibagué/Municipal,Juzgado 009 Civil Municipal de Ibagué,ANGELA CONSTANZA RINCON  ZAMORA,12,588,49,484,40.3333333333333,316,23.4166666666667,25,0.583333333333333,17.8333333333333,21.9166666666667,0.583333333333333
Ibagué,Municipal,Ibagué/Municipal,Juzgado 002 Civil Municipal de Ibagué,MARIA MERCEDES MORALES  HERNANDEZ,12,584,48.6666666666667,453,37.75,146,23.25,24.6666666666667,0.75,14.0833333333333,22.9166666666667,0.75
Ibagué,Municipal,Ibagué/Municipal,Juzgado 001 Civil Municipal de Espinal,GLORIA CARMENZA TOVAR GUZMAN,12,361,30.0833333333333,418,34.8333333333333,385,21.0833333333333,8.83333333333333,0.166666666666667,26,8.66666666666667,0.166666666666667
Ibagué,Municipal,Ibagué/Municipal,Juzgado 002 Civil Municipal de Espinal,JOSE LUIS GUALACO LOZANO,12,378,31.5,394,32.8333333333333,355,22.5,8.83333333333333,0.166666666666667,23.8333333333333,8.83333333333333,0.166666666666667
Ibagué,Municipal,Ibagué/Municipal,Juzgado 003 Civil Municipal de Espinal,SANDRA LILIANA ARIAS  CORTES,12,364,30.3333333333333,370,30.8333333333333,194,21.75,8.58333333333333,0,22.8333333333333,8,0
Ibagué,Municipal,Ibagué/Municipal,Juzgado 004 Civil Municipal de Espinal,MYRIAM AMANDA FANDIÑO  ORTIZ,12,363,30.25,338,28.1666666666667,272,21.3333333333333,8.66666666666667,0.25,18.8333333333333,9.08333333333333,0.25
Ibagué,Municipal,Ibagué/Municipal,Juzgado 001 Civil Municipal de Chaparral,HUGO ALFONSO ROCHA PERALTA,12,353,29.4166666666667,310,25.8333333333333,208,24.5,4.91666666666667,0,21.4166666666667,4.41666666666667,0
Ibagué,Municipal,Ibagué/Municipal,Juzgado 002 Civil Municipal de Chaparral,MARIA ALEJANDRA LOPEZ SALGADO,12,439,36.5833333333333,258,21.5,300,30.9166666666667,5.66666666666667,0,16.25,5.25,0
Ibagué,Municipal,Ibagué/Municipal,Juzgado 001 Civil Municipal de Honda,NELLY  DEVIA MORALES,9,190,21.1111111111111,157,17.4444444444444,181,15.1111111111111,5.88888888888889,0.111111111111111,12,5.33333333333333,0.111111111111111
Ibagué,Municipal,Ibagué/Municipal,Juzgado 002 Civil Municipal de Honda,JORGE MARIO CARDOZO SARMIENTO,12,229,19.0833333333333,151,12.5833333333333,135,13.0833333333333,5.91666666666667,0.0833333333333333,7.58333333333333,5,0
Manizales,Municipal,Manizales/Municipal,Juzgado 007 Civil Municipal de Manizales,MERCEDES  RODRIGUEZ  HIGUERA,12,855,71.25,640,53.3333333333333,268,51.9166666666667,19.3333333333333,0,34.9166666666667,18.4166666666667,0
Manizales,Municipal,Manizales/Municipal,Juzgado 002 Civil Municipal de Manizales,LUIS FERNANDO  GUTIERREZ  GIRALDO,12,758,63.1666666666666,627,52.25,309,43.1666666666667,19.9166666666667,0.0833333333333333,34.1666666666667,18,0.0833333333333333
Manizales,Municipal,Manizales/Municipal,Juzgado 001 Civil Municipal de Manizales,SANDRA MARIA AGUIRRE LOPEZ,12,893,74.4166666666667,626,52.1666666666667,294,54.75,19.5833333333333,0.0833333333333333,33.3333333333333,18.75,0.0833333333333333
Manizales,Municipal,Manizales/Municipal,Juzgado 004 Civil Municipal de Manizales,BEATRIZ ELENA  OTALVARO  SANCHEZ,12,806,67.1666666666667,626,52.1666666666667,255,47.5833333333333,19.5833333333333,0,33.25,18.9166666666667,0
Manizales,Municipal,Manizales/Municipal,Juzgado 006 Civil Municipal de Manizales,LUIS ANGEL  TORO RUIZ,12,754,62.8333333333333,621,51.75,296,43.1666666666667,19.5833333333333,0.0833333333333333,32.6666666666667,19,0.0833333333333333
Manizales,Municipal,Manizales/Municipal,Juzgado 005 Civil Municipal de Manizales,ALEXANDRA  HERNANDEZ  HURTADO,12,772,64.3333333333333,616,51.3333333333333,234,44.5,19.8333333333333,0,32.9166666666667,18.4166666666667,0
Manizales,Municipal,Manizales/Municipal,Juzgado 009 Civil Municipal de Manizales,JORGE HERNAN PULIDO CARDONA,12,813,67.75,612,51,252,48.8333333333333,18.9166666666667,0,33.25,17.75,0
Manizales,Municipal,Manizales/Municipal,Juzgado 003 Civil Municipal de Manizales,VALENTINA JARAMILLO  MARIN,12,779,64.9166666666667,610,50.8333333333333,247,43.6666666666667,21.25,0,29.5,21.3333333333333,0
Manizales,Municipal,Manizales/Municipal,Juzgado 011 Civil Municipal de Manizales,ANA MARIA OSORIO  TORO,12,839,69.9166666666667,610,50.8333333333333,248,50.0833333333333,19.75,0.0833333333333333,32.1666666666667,18.5833333333333,0.0833333333333333
Manizales,Municipal,Manizales/Municipal,Juzgado 008 Civil Municipal de Manizales,LILIANA MARÍA HERNANDEZ MARÍN,12,886,73.8333333333334,597,49.75,218,54.25,19.5833333333333,0,31.4166666666667,18.3333333333333,0
Manizales,Municipal,Manizales/Municipal,Juzgado 010 Civil Municipal de Manizales,MANUEL IVAN  HIDALGO  GOMEZ,12,765,63.75,581,48.4166666666667,302,44.8333333333333,18.8333333333333,0.0833333333333333,31.0833333333333,17.25,0.0833333333333333
Manizales,Municipal,Manizales/Municipal,Juzgado 012 Civil Municipal de Manizales,CARLOS ALBERTO  VALENCIA OCAMPO,12,767,63.9166666666667,567,47.25,305,44.4166666666667,19.5,0,30,17.25,0
Medellín,Municipal,Medellín/Municipal,Juzgado 002 Civil Municipal de Bello,MARIO ANDRÉS PARRA CARVAJAL,12,1750,145.833333333333,1499,124.916666666667,681,103,42.75,0.0833333333333333,85.1666666666667,39.5833333333333,0.166666666666667
Medellín,Municipal,Medellín/Municipal,Juzgado 020 Civil Municipal de Medellín,MARIA STELLA  MORENO  CASTRILLON,12,1627,135.583333333333,1279,106.583333333333,602,104,31.4166666666667,0.166666666666667,77,29.4166666666667,0.166666666666667
Medellín,Municipal,Medellín/Municipal,Juzgado 009 Civil Municipal de Medellín,ANDRES FELIPE JIMENEZ RUIZ,12,1430,119.166666666667,1214,101.166666666667,400,88.0833333333333,31,0.0833333333333333,70.75,30.3333333333333,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 002 Civil Municipal de Itagüí,CAROLINA GONZALEZ  RAMIREZ,12,1277,106.416666666667,1188,99,649,65.8333333333333,40.5,0.0833333333333333,58.9166666666667,40,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 018 Civil Municipal de Medellín,JULIANA BARCO  GONZALEZ,12,1366,113.833333333333,1181,98.4166666666667,445,83.5,30.25,0.0833333333333333,69.4166666666667,28.9166666666667,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 003 Civil Municipal de Bello,GLADIS MARIA VALENCIA ORTEGA,12,1781,148.416666666667,1177,98.0833333333333,1361,101,47.4166666666667,0,52.8333333333333,45.25,0
Medellín,Municipal,Medellín/Municipal,Juzgado 012 Civil Municipal de Medellín,ANA JULIETA  RODRIGUEZ  SANCHEZ,12,1292,107.666666666667,1104,92,548,76.6666666666667,30.9166666666667,0.0833333333333333,61.6666666666667,30.25,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 010 Civil Municipal de Medellín,JOSE MAURICIO ESPINOSA  GOMEZ,12,1379,114.916666666667,1076,89.6666666666667,479,83.4166666666667,31.3333333333333,0.166666666666667,60,29.5,0.166666666666667
Medellín,Municipal,Medellín/Municipal,Juzgado 024 Civil Municipal de Medellín,JORGE WILLIAM CAMPOS  FORONDA,12,1322,110.166666666667,1068,89,267,78.25,31.9166666666667,0,58.4166666666667,30.5833333333333,0
Medellín,Municipal,Medellín/Municipal,Juzgado 006 Civil Municipal de Medellín,JHONNY BRAULIO ROMERO  RODRIGUEZ,12,1408,117.333333333333,1065,88.75,568,86.25,30.9166666666667,0.166666666666667,60.3333333333333,28.25,0.166666666666667
Medellín,Municipal,Medellín/Municipal,Juzgado 001 Civil Municipal de Itagüí,CATALINA MARIA SERNA  ACOSTA,12,1221,101.75,1061,88.4166666666666,659,63.0833333333333,38.5833333333333,0.0833333333333333,50.9166666666667,37.4166666666667,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 008 Civil Municipal de Medellín,GOETHE RAFAEL MARTINEZ  DAVID,12,1229,102.416666666667,1045,87.0833333333333,575,73.75,28.6666666666667,0,59.5,27.5833333333333,0
Medellín,Municipal,Medellín/Municipal,Juzgado 022 Civil Municipal de Medellín,ELKIN MANUEL  BOTERO  OCAMPO,12,1442,120.166666666667,1043,86.9166666666667,915,87.8333333333333,32.25,0.0833333333333333,56.8333333333333,30,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 016 Civil Municipal de Medellín,MARLENY ANDREA RESTREPO  SANCHEZ,12,1351,112.583333333333,1040,86.6666666666667,524,81.75,30.75,0.0833333333333333,57.5,29.0833333333333,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 021 Civil Municipal de Medellín,JULIO CESAR  GOMEZ  MEJIA,12,1275,106.25,1016,84.6666666666667,630,74.75,31.5,0,54.25,30.4166666666667,0
Medellín,Municipal,Medellín/Municipal,Juzgado 001 Civil Municipal de Envigado,LUZ MARIA  ZEA  TRUJILLO,12,1405,117.083333333333,1010,84.1666666666667,362,83.1666666666667,33.9166666666667,0,50.1666666666667,34,0
Medellín,Municipal,Medellín/Municipal,Juzgado 003 Civil Municipal de Itagüí,JORGE MARIO GALLEGO  CADAVID,12,1233,102.75,984,82,623,62.1666666666667,40.5833333333333,0,44,38,0
Medellín,Municipal,Medellín/Municipal,Juzgado 001 Civil Municipal de Bello,KAREN ANDREA MOLINA ORTIZ,12,1743,145.25,983,81.9166666666667,905,99.9166666666667,45.3333333333333,0,39.9166666666667,42,0
Medellín,Municipal,Medellín/Municipal,Juzgado 003 Civil Municipal de Envigado,CARLOS NELSON  DURANGO  DURANGO,12,1219,101.583333333333,979,81.5833333333333,552,67.8333333333333,33.75,0,49.5833333333333,32,0
Medellín,Municipal,Medellín/Municipal,Juzgado 004 Civil Municipal de Medellín,JORGE WILLIAM  CHICA  GUTIERREZ,12,1293,107.75,945,78.75,728,77.6666666666667,29.8333333333333,0.25,50.8333333333333,27.6666666666667,0.25
Medellín,Municipal,Medellín/Municipal,Juzgado 003 Civil Municipal de Medellín,CAROLINA PELAEZ ALVAREZ,12,1361,113.416666666667,933,77.75,589,83.4166666666667,29.9166666666667,0.0833333333333333,48.4166666666667,29.25,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 002 Civil Municipal de Envigado,GLORIA EUGENIA  MONTOYA HENAO,12,1505,125.416666666667,924,77,966,93.25,32.0833333333333,0.0833333333333333,45.75,31.25,0
Medellín,Municipal,Medellín/Municipal,Juzgado 017 Civil Municipal de Medellín,BEATRIZ ELENA CASTRO  ACEVEDO,12,1342,111.833333333333,923,76.9166666666667,459,81.5833333333333,30.1666666666667,0.0833333333333333,48.0833333333333,28.75,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 026 Civil Municipal de Medellín,LILIANA MARIA CARVAJAL  VELEZ,12,1210,100.833333333333,912,76,690,69.0833333333333,31.5833333333333,0.166666666666667,45.6666666666667,30.1666666666667,0.166666666666667
Medellín,Municipal,Medellín/Municipal,Juzgado 001 Civil Municipal de Medellín,SANDRA MILENA MARIN  GALLEGO,12,1333,111.083333333333,895,74.5833333333333,587,80.9166666666667,30.1666666666667,0,45.6666666666667,28.9166666666667,0
Medellín,Municipal,Medellín/Municipal,Juzgado 025 Civil Municipal de Medellín,ANGELICA MARIA TORRES  LOPEZ,12,1381,115.083333333333,892,74.3333333333333,627,85.4166666666667,29.5,0.166666666666667,47.4166666666667,26.8333333333333,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 027 Civil Municipal de Medellín,ROBERTO JAIRO  AYORA  HERNANDEZ,12,1336,111.333333333333,877,73.0833333333333,1013,79.75,31.5,0.0833333333333333,43.5,29.5,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 013 Civil Municipal de Medellín,PAULA ANDREA SIERRA CARO,12,1323,110.25,868,72.3333333333333,571,80.75,29.3333333333333,0.166666666666667,42.25,29.9166666666667,0.166666666666667
Medellín,Municipal,Medellín/Municipal,Juzgado 007 Civil Municipal de Medellín,LUZ MARINA RESTREPO  CEBALLOS,12,1358,113.166666666667,865,72.0833333333333,655,82.3333333333333,30.75,0.0833333333333333,43.3333333333333,28.6666666666667,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 014 Civil Municipal de Medellín,JOHN FREDY  CARDONA ACEVEDO,12,1184,98.6666666666666,863,71.9166666666667,667,70,28.6666666666667,0,44.1666666666667,27.75,0
Medellín,Municipal,Medellín/Municipal,Juzgado 002 Civil Municipal de Medellín,CAROLINA MARÍA BOTERO  MOLINA ,12,1276,106.333333333333,841,70.0833333333333,458,75,31.3333333333333,0,40.25,29.8333333333333,0
Medellín,Municipal,Medellín/Municipal,Juzgado 011 Civil Municipal de Medellín,LAURA MARIA  VELEZ PELAEZ,12,1076,89.6666666666667,841,70.0833333333333,467,64,25.6666666666667,0,47.5,22.5833333333333,0
Medellín,Municipal,Medellín/Municipal,Juzgado 028 Civil Municipal de Medellín,ALBA ROCIO  RESTREPO  CARDOZO,12,1455,121.25,822,68.5,438,89.6666666666667,31.4166666666667,0.166666666666667,39.25,29.0833333333333,0.166666666666667
Medellín,Municipal,Medellín/Municipal,Juzgado 015 Civil Municipal de Medellín,JOSE RICARDO FIERRO  MANRIQUE,12,1234,102.833333333333,768,64,453,71.25,31.5,0.0833333333333333,34.5,29.4166666666667,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 023 Civil Municipal de Medellín,JONATAN RUIZ TOBON,12,1277,106.416666666667,766,63.8333333333333,552,74.5,31.75,0.166666666666667,34.75,29,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 019 Civil Municipal de Medellín,DIEGO ALEXIS NARANJO USUGA,12,1150,95.8333333333333,653,54.4166666666667,626,85.4166666666667,10.4166666666667,0,44.0833333333333,10.25,0.0833333333333333
Medellín,Municipal,Medellín/Municipal,Juzgado 029 Civil Municipal de Medellín,MARLY ARELIS MUÑOZ,12,45,3.75,513,42.75,996,0.666666666666667,3.08333333333333,0,40.4166666666667,2.33333333333333,0
Medellín,Municipal,Medellín/Municipal,Juzgado 005 Civil Municipal de Medellín,JOHN JAIRO  RODRÍGUEZ  SERRANO,11,377,34.2727272727273,425,38.6363636363636,363,15.5454545454545,18.7272727272727,0,21.0909090909091,17.5454545454545,0
Medellín,Municipal,Medellín/Municipal,Juzgado 001 Civil Municipal de Girardota,LUZ MARINA  TABORDA  ROJAS,12,630,52.5,380,31.6666666666667,324,39.1666666666667,13.3333333333333,0,19,12.6666666666667,0
Mocoa,Municipal,Mocoa/Municipal,Juzgado 001 Civil Municipal de Mocoa,JAMER LUIS AMADOR ACOSTA,12,481,40.0833333333333,542,45.1666666666667,510,35.0833333333333,5,0,40.9166666666667,4.25,0
Mocoa,Municipal,Mocoa/Municipal,Juzgado 002 Civil Municipal de Mocoa,DIANA MARIA ESCOBAR BETANCUR,12,497,41.4166666666667,490,40.8333333333333,273,35.9166666666667,5.5,0,35.5,5.33333333333333,0
Montería,Municipal,Montería/Municipal,Juzgado 001 Civil Municipal de Montería,GUSTAVO JAIME  PADILLA MARTINEZ,12,1289,107.416666666667,898,74.8333333333333,623,65.1666666666667,42.1666666666667,0.0833333333333333,33.6666666666667,41.0833333333333,0.0833333333333333
Montería,Municipal,Montería/Municipal,Juzgado 002 Civil Municipal de Montería,ADRIANA SILVIA OTERO GARCIA,12,1254,104.5,889,74.0833333333333,429,64.5833333333333,39.75,0.166666666666667,39.25,34.6666666666667,0.166666666666667
Montería,Municipal,Montería/Municipal,Juzgado 003 Civil Municipal de Montería,MONICA PATRICIA SANDOVAL  CUADRADO,12,1265,105.416666666667,745,62.0833333333333,665,64.9166666666667,40.3333333333333,0.166666666666667,25.1666666666667,36.75,0.166666666666667
Neiva,Municipal,Neiva/Municipal,Juzgado 001 Civil Municipal de La Plata,JUAN CARLOS CLAVIJO  GONZALEZ,12,1203,100.25,1145,95.4166666666666,637,95.75,4.41666666666667,0.0833333333333333,91,4.41666666666667,0
Neiva,Municipal,Neiva/Municipal,Juzgado 002 Civil Municipal de Pitalito,LUIS FELIPE  CLAVIJO  NEUTA,12,697,58.0833333333333,778,64.8333333333333,483,44.4166666666667,13.5833333333333,0.0833333333333333,51.5,13.25,0.0833333333333333
Neiva,Municipal,Neiva/Municipal,Juzgado 004 Civil Municipal de Neiva,BEATRIZ EUGENIA ORDOÑEZ OSORIO,12,771,64.25,737,61.4166666666667,586,44.75,19.3333333333333,0.166666666666667,42.6666666666667,18.5833333333333,0.166666666666667
Neiva,Municipal,Neiva/Municipal,Juzgado 003 Civil Municipal de Neiva,MARTHA CLAUDIA  IBAGON  DE ARDILA,12,816,68,734,61.1666666666667,424,48.25,19.5,0.25,42.3333333333333,18.5833333333333,0.25
Neiva,Municipal,Neiva/Municipal,Juzgado 005 Civil Municipal de Neiva,HECTOR ALVAREZ LOZANO,12,821,68.4166666666667,715,59.5833333333334,468,48.8333333333333,19.3333333333333,0.25,40.3333333333334,19,0.25
Neiva,Municipal,Neiva/Municipal,Juzgado 002 Civil Municipal de Neiva,LEIDY JOHANNA ROJAS  VARGAS,12,706,58.8333333333333,688,57.3333333333333,278,40,18.75,0.0833333333333333,38.8333333333333,18.4166666666667,0.0833333333333333
Neiva,Municipal,Neiva/Municipal,Juzgado 001 Civil Municipal de Neiva,GLADYS  CASTRILLON  QUINTERO,12,825,68.75,639,53.25,264,53.5,15.0833333333333,0.166666666666667,41.9166666666667,11.1666666666667,0.166666666666667
Neiva,Municipal,Neiva/Municipal,Juzgado 001 Civil Municipal de Pitalito,RICARDO ANIBAL TRUJILLO  FERNANDEZ,12,829,69.0833333333333,601,50.0833333333333,436,56,12.8333333333333,0.25,37.0833333333333,12.75,0.25
Neiva,Municipal,Neiva/Municipal,Juzgado 003 Civil Municipal de Pitalito,NAYDU  BURBANO  MONTENEGRO,12,702,58.5,567,47.25,567,44.8333333333333,13.5,0.166666666666667,33.9166666666667,13.1666666666667,0.166666666666667
Neiva,Municipal,Neiva/Municipal,Juzgado 001 Civil Municipal de Garzón,HERNAN DARIO  NARVAEZ  IPUZ ,12,655,54.5833333333333,543,45.25,630,43.75,10.6666666666667,0.166666666666667,35.4166666666667,9.66666666666667,0.166666666666667
Neiva,Municipal,Neiva/Municipal,Juzgado 002 Civil Municipal de Garzón,NEREIDA  CASTAÑO ALARCON,12,808,67.3333333333333,306,25.5,768,56.3333333333333,10.75,0.25,15.1666666666667,10.0833333333333,0.25
Pamplona,Municipal,Pamplona/Municipal,Juzgado 001 Civil Municipal de Pamplona,MARY LUZ  PEÑA  LARROTA,12,609,50.75,608,50.6666666666667,167,35.0833333333333,15.6666666666667,0,35.75,14.9166666666667,0
Pamplona,Municipal,Pamplona/Municipal,Juzgado 002 Civil Municipal de Pamplona,MARIA TERESA LOPEZ PARADA,12,547,45.5833333333333,505,42.0833333333333,165,29.3333333333333,16,0.25,26.9166666666667,15.0833333333333,0.0833333333333333
Pasto,Municipal,Pasto/Municipal,Juzgado 001 Civil Municipal de Pasto,MARTHA LIDA ROSERO . HERNANDEZ,12,1336,111.333333333333,1108,92.3333333333333,879,91.4166666666667,19.9166666666667,0,72.5,19.8333333333333,0
Pasto,Municipal,Pasto/Municipal,Juzgado 003 Civil Municipal de Pasto,NIDIA PANTOJA DOMINGUEZ,12,1435,119.583333333333,939,78.25,965,101.75,17.75,0.0833333333333333,60.5833333333333,17.5833333333333,0.0833333333333333
Pasto,Municipal,Pasto/Municipal,Juzgado 004 Civil Municipal de Pasto,MARTHA YANET  VALENCIA SALAS,12,1415,117.916666666667,891,74.25,642,99,18.75,0.166666666666667,56.6666666666667,17.4166666666667,0.166666666666667
Pasto,Municipal,Pasto/Municipal,Juzgado 002 Civil Municipal de Ipiales,HILDA ISABEL  CHAMORRO  MORALES,12,773,64.4166666666667,660,55,529,56.6666666666667,7.5,0.25,48.0833333333333,6.66666666666667,0.25
Pasto,Municipal,Pasto/Municipal,Juzgado 001 Civil Municipal de Ipiales,CAMPO ELÍAS  CÓRDOVA  ARÍAS,12,787,65.5833333333333,623,51.9166666666667,355,59.0833333333333,6.33333333333333,0.166666666666667,46.5,5.25,0.166666666666667
Pasto,Municipal,Pasto/Municipal,Juzgado 002 Civil Municipal de Pasto,RICARDO ANTONIO  ESTUPIÑAN  CORAL,12,1087,90.5833333333333,531,44.25,1069,71,19.5,0.0833333333333333,25.9166666666667,18.1666666666667,0.166666666666667
Pasto,Municipal,Pasto/Municipal,Juzgado 001 Civil Municipal de Tumaco,JAIRO ESTEBAN ENRIQUEZ GOMEZ,12,567,47.25,493,41.0833333333333,410,37.4166666666667,9.75,0.0833333333333333,31.4166666666667,9.58333333333333,0.0833333333333333
Pasto,Municipal,Pasto/Municipal,Juzgado 002 Civil Municipal de Tumaco,MARIO ALEJANDRO GOMEZ MONTUFAR,12,573,47.75,465,38.75,1339,33.9166666666667,13.6666666666667,0.166666666666667,25.3333333333333,13.25,0.166666666666667
Pasto,Municipal,Pasto/Municipal,Juzgado 002 Civil Municipal de Túquerres,OSCAR GABRIEL  QUIJANO  MELO,12,183,15.25,143,11.9166666666667,133,12.5,2.75,0,9.16666666666667,2.75,0
Pasto,Municipal,Pasto/Municipal,Juzgado 001 Civil Municipal de Túquerres,SANDRA MILENA MOLINA  REALPE,12,198,16.5,141,11.75,156,14.25,2.25,0,9.5,2.25,0
Pereira,Municipal,Pereira/Municipal,Juzgado 002 Civil Municipal de Pereira,ELIZABETH  RUEDA  LUJAN,12,1347,112.25,1424,118.666666666667,615,70.8333333333333,41.4166666666667,0,77.25,41.4166666666667,0
Pereira,Municipal,Pereira/Municipal,Juzgado 007 Civil Municipal de Pereira,ORLANDA MARTINEZ  TAMAYO,12,1249,104.083333333333,1311,109.25,903,64,40.0833333333333,0,69.6666666666667,39.5833333333333,0
Pereira,Municipal,Pereira/Municipal,Juzgado 008 Civil Municipal de Pereira,JOSE JULIAN HERNANDEZ  CATAÑO,12,1281,106.75,1067,88.9166666666667,745,66.8333333333333,39.9166666666667,0,51.0833333333333,37.8333333333333,0
Pereira,Municipal,Pereira/Municipal,Juzgado 004 Civil Municipalde Pereira,LEIDY AMPARO NIÑO  RUANO,12,1281,106.75,1037,86.4166666666667,727,67.0833333333333,39.6666666666667,0,50.6666666666667,35.75,0
Pereira,Municipal,Pereira/Municipal,Juzgado 003 Civil Municipal de Pereira,JOSE BERNARDO ARCILA  ALZATE,12,1296,108,1034,86.1666666666667,721,67.75,40.25,0,46.6666666666667,39.5,0
Pereira,Municipal,Pereira/Municipal,Juzgado 005 Civil Municipal de Pereira,LUISA MARINA CORREA GONZALEZ,12,1299,108.25,969,80.75,401,67.6666666666667,40.5,0.0833333333333333,45.6666666666667,35,0.0833333333333333
Pereira,Municipal,Pereira/Municipal,Juzgado 006 Civil Municipal de Pereira,MARIO LONDOÑO  BARTOLO,12,1281,106.75,918,76.5,759,66.4166666666667,40.3333333333333,0,37.1666666666667,39.3333333333333,0
Pereira,Municipal,Pereira/Municipal,Juzgado 002 Civil Municipal de Dosquebradas,LUZ STELLA OSPINA CANO,12,1071,89.25,828,69,856,52.3333333333333,36.9166666666667,0,33.1666666666667,35.8333333333333,0
Pereira,Municipal,Pereira/Municipal,Juzgado 001 Civil Municipal de Pereira,MARTHA CECILIA CHICA  VALENCIA,12,1240,103.333333333333,801,66.75,579,63.5,39.8333333333333,0,37.6666666666667,29.0833333333333,0
